texto,label
Lo que acabas de decir es una tontería sin sentido. según los informes de España-Carranza.,1
No haces más que mentirle al pueblo. según los informes de Diez-Cuervo.,1
Loos datos sobre medio ambiente deben revisarse con evidencia y sin ataques personales.,0
"Sinceramente, Considero que tecnología requiere un análisis técnico y respeto por todas las opiniones.",0
Celebro la participación de todos los colegas. como dijo Genoveva del Rocamora hace unos días.,0
Celebro la participación de todos los colegas. según los informes de Valenzuela Group. 😡,0
"Siiinceramente, Los datos sobre salud deben revisarse con evidencia y sin ataques personales.",0
"Qué comentario tan ignorante sobre seguridad, ni te has informado. ❗",1
Eres el peor congresista que hemos tenido. como dijo Juan José Cabeza hace unos días.,1
Todo lo que dices es pura demagogia barata. como dijo Rafa de Ríos hace unos días.,1
"Señor presidente, quisiera hacer una precisión. durante el debate en valencia.",0
"Calla de una vez, ignorante. según los informes de arias, nadal and bermejo. 🤨",1
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Llorente-Vallejo.,0
"Oye, Agradezco los aportes sobre deportes; mantengamos un debate constructivo. ¿queda claro?",0
"Gracias por su intervención, congresista. como dijo Natalia del Bermejo hace unos días.",0
"Mira, Celebro las mejoras recientes en política; sigamos colaborando. 😒",0
"En seri,o Tus argumentos sobre economía son un desastre, deja de hablar sin saber.",1
"En serio, Celebro las mejoras recientes en cultura; sigamos colaborando. ¿queda claro?",0
"A veeer, Propongo escuchar a todas las partes involucradas en deportes antes de decidir.",0
"En serio, deja de decir tonterías con deportes, cansas a cualquiera.",1
Todo lo que dices es pura demagogia barata. que fue respaldado por varios congresistas.,1
"Señor presidente, quisiera hacer una precisión. según los informes de Arroyo, Olivé and Antnó.",0
Solicito una segunda votación por favor. durante el debate en Baleares.,0
"Sinceramente, Qué comentario tan ignorante sobre tecnología, ni te has informado. y punto.",1
Todo lo que dices es pura demagogia barata. como dijo leocadio belda aramburu hace unos días. 😡,1
"Deeeja de decir tonterías con cultura, cansas a cualquiera.",1
Eres el peor congresista que hemos tenido. como dijo Eliseo Almansa Carbajo hace unos días.,1
"Oyeee, Agradezco los aportes sobre política; mantengamos un debate constructivo.",0
"Siempre hablas basura, no aportas nada. durante el debate en Ciudad.",1
Considero que debemos revisar el dictamen nuevamente. como dijo Mirta Robles hace unos días.,0
Eres insoportable hablando de cultura; solo repites disparates. así de simple.~,1
Laa comisión está trabajando arduamente en ello. según los informes de Blanco-Salgado.,0
"En serio, Eres insoportable hablando de salud; solo repites disparates. así de simple.",1
"Calla de una vez, ignorante. como dioj aurelia fuster-palomares hace unos días. 😡",1
Celebro la participación de todos los colegas. como dijo Noemí Benitez Cuenca hace unos días.,0
Todo lo que dices es pura demagogia barata. como dijo Berto Tamayo Tena hace unos días.,1
"Sinceramente, los datos sobre economía deben revisarse con evidencia y sin ataques personales. ...",0
Eres insoportable hablando de seguridad; solo repites disparates.~,1
Tooodo lo que dices es pura demagogia barata. durante el debate en Girona.,1
Tú no mereces estar en el congreso. según los informes de Miralles-Arce.,1
Tú no mereces estar en el congreso. según los informes de alegria ltd.,1
"Caaalla de una vez, ignorante. como dijo Nando Mena Páez hace unos días. 😒",1
"Miira, Agradezco los aportes sobre transporte; mantengamos un debate constructivo.",0
Erees insoportable hablando de cultura; solo repites disparates. 😒,1
"Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. ¿ok?",1
No haces más que mentirle al pueblo. como dijo Marcial Velázquez Maestre hace unos días.,1
"Sinceramente, tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. ¿queda claro? 😒",1
Erees un inútil completo y deberías renunciar. según los informes de Pedrosa-Mínguez.~,1
Estoy de acuerdo con su propuesta en parte. como dijo Angelina Gallego Guardia hace unos días.,0
Eres un inútil completo y deberías renunciar. durante el debate en Tarragona.,1
Coonsidero que debemos revisar el dictamen nuevamente. como dijo Esteban Montero Priego hace unos días. ...,0
"Todo lo que dices es pura demagogia barata. según los informes de Gonzalo, Ribes and Cazorla.",1
Eres un inútil completo y deberías renunciar. como dijo chuy sanmartín benavent hace unos días.,1
Eres el peor congresista que hemos tenido. como dijo Amelia Madrid Bru hace unos días.,1
"Toodo lo que dices es pura demagogia barata. según los informes de Benavent, Jerez and Morales.",1
"Eres el peor congresista que hemos tenido. según los informes de Aguado, Ferrández and Quero.",1
Toodo lo que dices es pura demagogia braata. durante el debate en Albacete. ❗,1
Los datos sobre cultura deben revisarse con evidencia y sin ataques personales. ...,0
"En serio, Agradezco los aportes sobre política; mantengamos un debate constructivo.",0
No haces más que mentirle al pueblo. como dijo Pepito Mir Porta hace unos días. ...,1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Almazán, Briones and Carpio.",1
"Gracias por su intervención, congresista. durante el debate en León.",0
Tu presencia aquí es una vergüenza nacinoal. según los informes de adán-ferrer.,1
Lo que acabas de decir es una tontería sin sentido. como dijo Rufino de Pou hace unos días.,1
Eres un inútil completo y deberías renunciar. como dijo Nacio de Agullo hace unos días. 😡,1
"Basta de basura en seguridad, aprende antes de opinar. ¿ok?",1
Eres el peor congresista que hemos tenido. como dijo aurelia torrents alemán hace unos días.,1
Lo que acabas de decir es una tontería sin sentido. según los informes de Rius-Planas.!!!,1
"Mira, Qué comentario tan ignorante sobre seguridad, ni te has informado. ¿queda claro?",1
"Siempre hablas basura, no aportas nada. según los informes de Romero-Mateos. 😒",1
"En serio, Deja de decir tonterías con transporte, cansas a cualquiera.",1
"En serio, basta de basura en tecnoloíga, aprende antes de opinar. fin.",1
Hemos escuchado todas las posturas con respeto. como dijo Dimas Ricart Ortuño hace unos días.,0
"Oye, los datos sobre educación deben revisarse con evidencia y sin ataques personales. fin.",0
Considero que seguridad requiere un análisis técnico y respeto por toads las opiniones. 😒,0
Tú no mereces estar en el congreso. como dijo Marita Regina Acedo Ferrández hace unos días.!!!,1
"En serio, Propongo escuchar a todas las partes involucradas en tecnología antes de decidir. ¿ok?",0
"Calla de una vez, ignorante. como dijo Severiano Lucho Jara Pou hace unos días.",1
"Sinceramente, Basta de basura en seguridad, aprende antes de opinar.",1
Tú no mereces estar en el congreso. como dijo Melania Gibert Atienza hace unos días.,1
"En seeerio, tus argumentos sobre cultura son un desastre, deja de hablar sin saber.!!!",1
Considero que debemos revisar el dictamen nuevamente. como dijo Ximena Collado-Gallego hace unos días.,0
Estoy de acuerdo con su propuesta en parte. según los informes de Pozo Inc. ❗,0
Eres un inútil completo y deberías renunciar. como dijo Vidal Luque-Cabello hace unos días.,1
"Mira, Agradezco los aportes sobre transporte; mantengamos un debate constructivo.",0
"Mira, Tus argumentos sobre economía son un desastre, deja de hablar sin saber. y punto.",1
"Tuuus argumentos sobre política son un desastre, deja de hablar sin saber.",1
Considero que debemos revisar el dictamen nuevamente. como dijo Erasmo Viñas Viña hace unos días. ...,0
"A ver, Tus argumentos sobre economía son un desastre, deja de hablar sin saber.",1
"Mira, Propongo escuchar a todas las partes involucradas en medio ambiente antes de decidir.",0
La comisión está trabajando arduamente en ello. según los informes de Exposito LLC.,0
"Deja de decir tonterías con educación, cansas a cualquiera. 😡",1
"Solicito una segunda votación por favor. según los informes de Benitez, Blasco and Daza.",0
"A ver, Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. ¿ok?",0
"Gracias por su intervención, congresista. como dijo Ester Salazar Almazán hace unos días.",0
Tuu presencia aquí es una vergüenza nacional. según los informes de Aller and Sons.,1
"Oye, Los datos sobre economía deben revisarse con evidencia y sin ataques personales. ¿queda claro?",0
"Oyeee, Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones.",0
"Eres el peor congresista que hemos tenido. según los informes de Avilés, Escribano and Tomas.",1
Erees el peor congresista que hemos tenido. según los informes de Pedrosa-Rey. ...,1
"Siempre hablas basura, no aportas nada. según los informes de Martí, Gomila and Nebot.",1
Laa comisión está trabajando arduamente en ello. como dijo Mateo Rozas Vergara hace unos días.,0
"Calla de una vez, ignorante. según los informes de Alegre-Abad.",1
"Tus argumentos sobre economía son un desastre, deja de hablar sin saber. 😒",1
"Sinceramente, Los datos sobre salud deben revisarse con evidencia y sin ataques personales. así de simple.",0
Agraadezco los aportes sobre política; mantengamos un debate constructivo.,0
"Celebro la participación de todos los colegas. según los informes de Nicolás, Molina and Martorell.",0
"Mira, Los datos sobre tecnología deben revisarse con evidencia y sin ataques personales. fin.",0
Hemos escuchado todas las posturas con respeto. durante el debate en Valencia. 😒,0
Estoy de acuerod con su propuesta en parte. como dijo Miriam Vazquez Casals hace unos días. ❗,0
Este proyecto tiene impacto positivo en la población. como dijo Edgardo Cortés hace unos días.,0
"Siiiempre hablas basura, no aportas nada. según los informes de Bayo-Velasco.",1
Todo lo que dices es pura demagogia barata. durante el debate en Cádiz.,1
Tuu presencia aquí es una vergüenza nacional. como dijo Nilda Alemán-Sales hace unos días. ...,1
Agradezco los aportes sobre tecnología; mantengamos un debate constructivo. y punto.,0
Considero que debemos revisar el dictamen nuevamente. durante el debate en Guadalajara.,0
La comisión está trabajando arduamente en ello. según los informes de Borja Group.,0
"Sinceramente, Deja de decir tonterías con tecnología, cansas a cualquiera. así de simple.",1
"En serio, Agradezco los aportes sobre economía; mantengamos un debate constructivo. y punto.",0
Looos datos sobre medio ambiente deben revisarse con evidencia y sin ataques personales. ¿queda claro?,0
"Oye, Agradezco los aportes sobre política; mantengamos un debate constructivo. ¿ok?",0
Estoy de acuerdo con su propuesta en parte. como dijo leocadio cristóbal duarte lara hace unos días.,0
Celebro la participación de todos los colegas. durante el debate en Huesca.,0
"En serio, eres insoportable hablando de tecnología; solo repites disparates. y punt.o",1
Tu presencia aquí es una vergüenza nacional. según los informes de manzanares group.,1
Hemos escuchado todas las posturas con respeto. durante el debate en La Rioja.,0
Agradezco los aportes sobre transporte; mantengamos un debate constructivo. ¿ok?!!!,0
"En serio, Deja de decir tonterías con medio ambiente, cansas a cualquiera. y punto.",1
Eseee argumento es estúpido y sin fundamento. como dijo Paco Íñigo Ribes Pavón hace unos días.,1
"Miira, Los datos sobre educación deben revisarse con evidencia y sin ataques personales. fin.",0
"Señor presidente, quisiera hacer una precisión. durante el debate en Palencia.",0
Considero que debemos revisar el dictamen nuevamente. como dijo Sandalio Amor Flores Sastre hace unos días.!!!,0
"Sinceramente, Los datos sobre salud deben revisarse con evidencia y sin ataques personales. fin.",0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo víctor benavides hace unos días.,0
"Qué comentario tan ignorante sobre educación, ni te has informado. ...",1
